2017-12-12	v0.33.8
2017-12-09	v0.33.7
2017-10-24	v0.33.6
2017-10-24	v0.33.5
2017-09-05	v0.33.4
2017-09-04	v0.33.3
2017-04-26	v0.33.2
2017-02-21	v0.33.1
2016-12-30	v0.33.0
2016-10-18	v0.32.1
2016-09-15	v0.32.0
2016-09-03	v0.31.7
2016-08-23	v0.31.6
2016-08-23	v0.31.5
2016-07-30	v0.31.4
2016-07-20	v0.31.3
2016-06-25	v0.31.2
2016-05-10	v0.31.1
2016-02-15	v0.31.0
2016-01-21	v0.30.2
2015-12-28	v0.30.1
2015-12-28	v0.30.0
2015-10-09	v0.29.0
2015-10-02	v0.28.0
2015-09-27	v0.27.1
2015-09-26	v0.27.0
2015-08-23	v0.26.1
2015-08-14	v0.26.0
2015-05-29	v0.25.4
2015-05-22	v0.25.3
2015-05-22	v0.24.2
2015-05-19	v0.25.2
2015-05-03	v0.25.1
2015-04-26	v0.25.0
2015-04-05	v0.24.1
2015-03-06	v0.24.0
2015-02-03	v0.23.3
2015-01-23	v0.23.2
2015-01-23	v0.23.1
2015-01-20	v0.23.0
2015-01-15	v0.22.2
2015-01-11	v0.22.1
2014-12-27	v0.22.0
2014-12-23	v0.21.0
2014-12-22	v0.20.0
