2018-01-09	v0.14.43
2017-12-30	v0.14.43-rc.1
2017-12-25	v0.14.42
2017-12-07	v0.14.42-rc.1
2017-12-05	v0.14.41
2017-11-23	v0.14.41-rc.6
2017-11-22	v0.14.41-rc.5
2017-11-21	v0.14.41-rc.4
2017-11-19	v0.14.41-rc.3
2017-11-18	v0.14.41-rc.2
2017-11-17	v0.14.41-rc.1
2017-11-07	v0.14.40
2017-10-28	v0.14.40-rc.4
2017-10-26	v0.14.40-rc.3
2017-10-25	v0.14.40-rc.2
2017-10-24	v0.14.40-rc.1
2017-10-10	v0.14.39
2017-09-25	v0.14.39-rc.1
2017-09-19	v0.14.38
2017-09-07	v0.14.38-rc.1
2017-09-05	v0.14.37
2017-08-24	v0.14.37-rc.3
2017-08-22	v0.14.37-rc.2
2017-08-19	v0.14.37-rc.1
2017-08-10	v0.14.36
2017-08-08	v0.14.35
2017-07-27	v0.14.34-rc.1
2017-07-25	v0.14.33
2017-07-13	v0.14.33-rc.1
2017-07-11	v0.14.32
2017-06-30	v0.14.32-rc.2
2017-06-29	v0.14.32-rc.1
2017-06-27	v0.14.31
2017-06-15	v0.14.31-rc.1
2017-06-13	v0.14.30
2017-06-01	v0.14.30-rc.1
2017-05-30	v0.14.29
2017-05-18	v0.14.29-rc.1
2017-05-16	v0.14.28
2017-05-06	v0.14.28-rc.3
2017-05-05	v0.14.28-rc.2
2017-04-26	v0.14.28-rc.1
2017-04-24	v0.14.27
2017-04-15	v0.14.27-rc.4
2017-04-12	v0.14.27-rc.3
2017-04-07	v0.14.27-rc.2
2017-04-06	v0.14.27-rc.1
2017-04-04	v0.14.26
2017-03-24	v0.14.26-rc.1
2017-03-21	v0.14.25
2017-03-09	v0.14.25-rc.2
2017-03-09	v0.14.25-rc.1
2017-03-07	v0.14.24
2017-03-07	v0.12.24
2017-02-23	v0.14.24-rc.1
2017-02-07	v0.14.23
2017-02-07	v0.14.22
2017-02-05	v0.14.22-rc.1
2017-01-25	v0.14.21
2017-01-24	v0.14.20
2017-01-10	v0.14.19
2017-01-01	v0.14.18
2016-12-27	v0.14.17
2016-12-21	v0.14.16
2016-12-17	v0.14.15
2016-12-14	v0.14.14
2016-11-29	v0.14.13
2016-11-22	v0.14.12
2016-11-15	v0.14.11
2016-11-01	v0.14.10
2016-10-18	v0.14.9
2016-10-03	v0.14.8
2016-09-21	v0.14.7
2016-09-06	v0.14.6
2016-08-23	v0.14.5
2016-08-10	v0.14.4
2016-07-28	v0.14.3
2016-07-26	v0.14.2
2016-07-26	v0.14.1
2016-07-19	v0.14.0
2016-07-17	v0.14.0-rc.1
2016-07-10	v0.14.0-beta.1
2016-07-03	v0.13.10
2016-06-26	v0.13.9
2016-06-26	v0.13.8
2016-06-13	v0.13.7
2016-06-12	v0.13.6
2016-06-03	v0.13.5
2016-05-26	v0.13.4
2016-05-26	v0.13.3
2016-05-21	v0.13.2
2016-05-21	v0.12.25
2016-05-18	v0.13.1
2016-05-17	v0.13.0
2016-05-14	older-releases
